"collection_id","username","sample_id","captured_at","gps_text","wifi_count","bssid","ssid","rssi_dbm","frequency_mhz","channel","band","security","wifi_standard"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","d0fc59f4-fe82-48ba-96fb-e2d7a638df02","2026-04-03 14:34:46","Lat: 13.740528984165593, Lng: 100.60976429625138, Accuracy: 13.741884m","3","de:0d:17:32:1c:8d","Thai Health Product","-57","5200","40","5 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","d0fc59f4-fe82-48ba-96fb-e2d7a638df02","2026-04-03 14:34:46","Lat: 13.740528984165593, Lng: 100.60976429625138, Accuracy: 13.741884m","3","de:0d:17:32:1c:8c","Thai Health Product","-65","2432","5","2.4 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","d0fc59f4-fe82-48ba-96fb-e2d7a638df02","2026-04-03 14:34:46","Lat: 13.740528984165593, Lng: 100.60976429625138, Accuracy: 13.741884m","3","cc:05:77:d1:5c:50","THP_2.4G","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","b8c071bf-523a-4664-85bf-7916f755cb7b","2026-04-03 14:34:47","Lat: 13.740493860851664, Lng: 100.60980035055597, Accuracy: 4.9m","3","de:0d:17:32:1c:8d","Thai Health Product","-57","5200","40","5 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","b8c071bf-523a-4664-85bf-7916f755cb7b","2026-04-03 14:34:47","Lat: 13.740493860851664, Lng: 100.60980035055597, Accuracy: 4.9m","3","de:0d:17:32:1c:8c","Thai Health Product","-65","2432","5","2.4 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","b8c071bf-523a-4664-85bf-7916f755cb7b","2026-04-03 14:34:47","Lat: 13.740493860851664, Lng: 100.60980035055597, Accuracy: 4.9m","3","cc:05:77:d1:5c:50","THP_2.4G","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","3a318b1a-907f-48fb-a3bb-94f9b7d67464","2026-04-03 14:34:48","Lat: 13.740496762925025, Lng: 100.60980186594786, Accuracy: 4.9m","3","de:0d:17:32:1c:8d","Thai Health Product","-57","5200","40","5 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","3a318b1a-907f-48fb-a3bb-94f9b7d67464","2026-04-03 14:34:48","Lat: 13.740496762925025, Lng: 100.60980186594786, Accuracy: 4.9m","3","de:0d:17:32:1c:8c","Thai Health Product","-65","2432","5","2.4 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","3a318b1a-907f-48fb-a3bb-94f9b7d67464","2026-04-03 14:34:48","Lat: 13.740496762925025, Lng: 100.60980186594786, Accuracy: 4.9m","3","cc:05:77:d1:5c:50","THP_2.4G","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","dad7a108-39f9-4c26-a9e8-f3d411bdf043","2026-04-03 14:34:49","Lat: 13.740501485608306, Lng: 100.60980248376312, Accuracy: 4.9m","3","de:0d:17:32:1c:8d","Thai Health Product","-57","5200","40","5 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","dad7a108-39f9-4c26-a9e8-f3d411bdf043","2026-04-03 14:34:49","Lat: 13.740501485608306, Lng: 100.60980248376312, Accuracy: 4.9m","3","de:0d:17:32:1c:8c","Thai Health Product","-65","2432","5","2.4 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","dad7a108-39f9-4c26-a9e8-f3d411bdf043","2026-04-03 14:34:49","Lat: 13.740501485608306, Lng: 100.60980248376312, Accuracy: 4.9m","3","cc:05:77:d1:5c:50","THP_2.4G","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","de4c5a08-e475-4f45-b987-1fde226f4054","2026-04-03 14:34:50","Lat: 13.740503410490192, Lng: 100.60980168922914, Accuracy: 4.9m","3","de:0d:17:32:1c:8d","Thai Health Product","-57","5200","40","5 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","de4c5a08-e475-4f45-b987-1fde226f4054","2026-04-03 14:34:50","Lat: 13.740503410490192, Lng: 100.60980168922914, Accuracy: 4.9m","3","de:0d:17:32:1c:8c","Thai Health Product","-65","2432","5","2.4 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","de4c5a08-e475-4f45-b987-1fde226f4054","2026-04-03 14:34:50","Lat: 13.740503410490192, Lng: 100.60980168922914, Accuracy: 4.9m","3","cc:05:77:d1:5c:50","THP_2.4G","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","34093544-5f7c-430c-81b1-4dbb261c8769","2026-04-03 14:34:51","Lat: 13.740505962079723, Lng: 100.60980140638479, Accuracy: 4.9m","3","de:0d:17:32:1c:8d","Thai Health Product","-57","5200","40","5 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","34093544-5f7c-430c-81b1-4dbb261c8769","2026-04-03 14:34:51","Lat: 13.740505962079723, Lng: 100.60980140638479, Accuracy: 4.9m","3","de:0d:17:32:1c:8c","Thai Health Product","-65","2432","5","2.4 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","34093544-5f7c-430c-81b1-4dbb261c8769","2026-04-03 14:34:51","Lat: 13.740505962079723, Lng: 100.60980140638479, Accuracy: 4.9m","3","cc:05:77:d1:5c:50","THP_2.4G","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","5427643d-066a-4815-818b-8dc55b74e0a8","2026-04-03 14:34:52","Lat: 13.740508616612841, Lng: 100.60980227555795, Accuracy: 4.9m","3","de:0d:17:32:1c:8d","Thai Health Product","-57","5200","40","5 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","5427643d-066a-4815-818b-8dc55b74e0a8","2026-04-03 14:34:52","Lat: 13.740508616612841, Lng: 100.60980227555795, Accuracy: 4.9m","3","de:0d:17:32:1c:8c","Thai Health Product","-65","2432","5","2.4 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","5427643d-066a-4815-818b-8dc55b74e0a8","2026-04-03 14:34:52","Lat: 13.740508616612841, Lng: 100.60980227555795, Accuracy: 4.9m","3","cc:05:77:d1:5c:50","THP_2.4G","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","e98a195a-5579-41b2-b654-c01eb0776ae8","2026-04-03 14:34:53","Lat: 13.740512937132921, Lng: 100.60980138869945, Accuracy: 4.9m","3","de:0d:17:32:1c:8d","Thai Health Product","-57","5200","40","5 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","e98a195a-5579-41b2-b654-c01eb0776ae8","2026-04-03 14:34:53","Lat: 13.740512937132921, Lng: 100.60980138869945, Accuracy: 4.9m","3","de:0d:17:32:1c:8c","Thai Health Product","-65","2432","5","2.4 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","e98a195a-5579-41b2-b654-c01eb0776ae8","2026-04-03 14:34:53","Lat: 13.740512937132921, Lng: 100.60980138869945, Accuracy: 4.9m","3","cc:05:77:d1:5c:50","THP_2.4G","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","eb5d3d2f-7fc8-49d7-a800-e27489c53f49","2026-04-03 14:34:54","Lat: 13.740514694100948, Lng: 100.60979904270755, Accuracy: 4.9m","3","de:0d:17:32:1c:8d","Thai Health Product","-57","5200","40","5 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","eb5d3d2f-7fc8-49d7-a800-e27489c53f49","2026-04-03 14:34:54","Lat: 13.740514694100948, Lng: 100.60979904270755, Accuracy: 4.9m","3","de:0d:17:32:1c:8c","Thai Health Product","-65","2432","5","2.4 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","eb5d3d2f-7fc8-49d7-a800-e27489c53f49","2026-04-03 14:34:54","Lat: 13.740514694100948, Lng: 100.60979904270755, Accuracy: 4.9m","3","cc:05:77:d1:5c:50","THP_2.4G","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","c2cc97dd-4140-452d-bff5-1064e594ef67","2026-04-03 14:34:55","Lat: 13.740516743330646, Lng: 100.60979776266379, Accuracy: 4.833108m","3","de:0d:17:32:1c:8d","Thai Health Product","-57","5200","40","5 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","c2cc97dd-4140-452d-bff5-1064e594ef67","2026-04-03 14:34:55","Lat: 13.740516743330646, Lng: 100.60979776266379, Accuracy: 4.833108m","3","de:0d:17:32:1c:8c","Thai Health Product","-65","2432","5","2.4 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","c2cc97dd-4140-452d-bff5-1064e594ef67","2026-04-03 14:34:55","Lat: 13.740516743330646, Lng: 100.60979776266379, Accuracy: 4.833108m","3","cc:05:77:d1:5c:50","THP_2.4G","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","efe90d39-d2c6-4685-8de6-5a69fdcd6281","2026-04-03 14:34:56","Lat: 13.740517915191639, Lng: 100.60979684347498, Accuracy: 4.7540364m","3","de:0d:17:32:1c:8d","Thai Health Product","-57","5200","40","5 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","efe90d39-d2c6-4685-8de6-5a69fdcd6281","2026-04-03 14:34:56","Lat: 13.740517915191639, Lng: 100.60979684347498, Accuracy: 4.7540364m","3","de:0d:17:32:1c:8c","Thai Health Product","-65","2432","5","2.4 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","efe90d39-d2c6-4685-8de6-5a69fdcd6281","2026-04-03 14:34:56","Lat: 13.740517915191639, Lng: 100.60979684347498, Accuracy: 4.7540364m","3","cc:05:77:d1:5c:50","THP_2.4G","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","4972cc67-561c-4204-86c5-2197e8dcffb8","2026-04-03 14:34:57","Lat: 13.740514478901469, Lng: 100.60979477403558, Accuracy: 4.6974545m","3","de:0d:17:32:1c:8d","Thai Health Product","-57","5200","40","5 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","4972cc67-561c-4204-86c5-2197e8dcffb8","2026-04-03 14:34:57","Lat: 13.740514478901469, Lng: 100.60979477403558, Accuracy: 4.6974545m","3","de:0d:17:32:1c:8c","Thai Health Product","-65","2432","5","2.4 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","4972cc67-561c-4204-86c5-2197e8dcffb8","2026-04-03 14:34:57","Lat: 13.740514478901469, Lng: 100.60979477403558, Accuracy: 4.6974545m","3","cc:05:77:d1:5c:50","THP_2.4G","-86","2412","1","2.4 GHz","[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][K][V][WPA-PSK-CCMP+TKIP][K][V][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","f29c399f-d70a-410b-9dc1-9d4bcee329da","2026-04-03 14:34:58","Lat: 13.74051120745818, Lng: 100.60979134571541, Accuracy: 4.6111603m","3","de:0d:17:32:1c:8d","Thai Health Product","-57","5200","40","5 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
"dc47c3cd-340b-4a0a-8957-43ecc47e7861","akmtrip","f29c399f-d70a-410b-9dc1-9d4bcee329da","2026-04-03 14:34:58","Lat: 13.74051120745818, Lng: 100.60979134571541, Accuracy: 4.6111603m","3","de:0d:17:32:1c:8c","Thai Health Product","-65","2432","5","2.4 GHz","[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][K][V][R][ESS][WPS]","Unknown"
